STATENAME,ST_CASE,COUNTYNAME,MONTHNAME,DAY_WEEKNAME,LGT_CONDNAME,HOUR,HOURNAME,ROUTENAME,WEATHERNAME,FATALS
alabama,10001,st clair,February,Friday,Dark - Not Lighted,22,10:00pm-10:59pm,Interstate,Rain,2
alabama,10002,jefferson,February,Thursday,Dark - Not Lighted,18,6:00pm-6:59pm,Interstate,Rain,2
alabama,10003,jefferson,February,Sunday,Dark - Not Lighted,0,0:00am-0:59am,Interstate,Rain,1
alabama,10004,shelby,February,Wednesday,Daylight,16,4:00pm-4:59pm,Interstate,Clear,1
alabama,10005,jefferson,January,Saturday,Dark - Not Lighted,22,10:00pm-10:59pm,Interstate,Cloudy,1
alabama,10006,autauga,January,Thursday,Daylight,12,12:00pm-12:59pm,Interstate,Clear,1
alabama,10007,limestone,January,Wednesday,Dark - Not Lighted,22,10:00pm-10:59pm,Interstate,Clear,1
alabama,10008,tuscaloosa,January,Saturday,Dark - Lighted,2,2:00am-2:59am,State Highway,Clear,1
alabama,10009,montgomery,January,Sunday,Dark - Lighted,0,0:00am-0:59am,Interstate,Clear,1
alabama,10010,jefferson,January,Wednesday,Dark - Not Lighted,0,0:00am-0:59am,Interstate,Rain,1
alabama,10011,jefferson,January,Friday,Daylight,13,1:00pm-1:59pm,Interstate,Clear,1
alabama,10012,cullman,January,Thursday,Dark - Not Lighted,19,7:00pm-7:59pm,Interstate,Clear,1
alabama,10013,mobile,January,Friday,Dawn,5,5:00am-5:59am,Interstate,Cloudy,1
alabama,10014,coffee,January,Friday,Dark - Lighted,1,1:00am-1:59am,State Highway,Rain,1
alabama,10015,jefferson,January,Friday,Dark - Not Lighted,2,2:00am-2:59am,County Road,Rain,1
alabama,10016,jefferson,January,Friday,Dark - Not Lighted,2,2:00am-2:59am,County Road,Rain,1
alabama,10017,limestone,January,Friday,Dark - Not Lighted,1,1:00am-1:59am,U.S. Highway,Rain,1
alabama,10018,calhoun,January,Friday,Dark - Not Lighted,18,6:00pm-6:59pm,U.S. Highway,Clear,1
alabama,10019,fayette,January,Friday,Dark - Not Lighted,19,7:00pm-7:59pm,State Highway,Clear,1
alabama,10020,tuscaloosa,January,Sunday,Daylight,8,8:00am-8:59am,Local Street - Municipality,Clear,1
alabama,10021,jefferson,January,Monday,Daylight,13,1:00pm-1:59pm,State Highway,Clear,1
alabama,10022,mobile,January,Monday,Dark - Not Lighted,18,6:00pm-6:59pm,Local Street - Municipality,Clear,1
alabama,10023,elmore,January,Tuesday,Dark - Not Lighted,22,10:00pm-10:59pm,County Road,Clear,2
alabama,10024,mobile,January,Tuesday,Dark - Not Lighted,3,3:00am-3:59am,County Road,Clear,1
alabama,10025,franklin,January,Wednesday,Daylight,7,7:00am-7:59am,County Road,Clear,1
alabama,10026,coffee,January,Wednesday,Dark - Not Lighted,18,6:00pm-6:59pm,U.S. Highway,Clear,1
alabama,10027,lee,January,Wednesday,Dark - Lighted,18,6:00pm-6:59pm,U.S. Highway,Clear,1
alabama,10028,cullman,January,Wednesday,Dark - Lighted,23,11:00pm-11:59pm,State Highway,Clear,1
alabama,10029,coffee,January,Wednesday,Dark - Not Lighted,23,11:00pm-11:59pm,State Highway,Clear,1
alabama,10030,lawrence,January,Thursday,Daylight,7,7:00am-7:59am,State Highway,Clear,1
alabama,10031,walker,January,Thursday,Dusk,16,4:00pm-4:59pm,County Road,Rain,1
alabama,10032,morgan,January,Thursday,Daylight,15,3:00pm-3:59pm,U.S. Highway,Rain,1
alabama,10033,jefferson,January,Friday,Daylight,10,10:00am-10:59am,County Road,Rain,1
alabama,10034,talladega,January,Friday,Daylight,13,1:00pm-1:59pm,County Road,Rain,1
alabama,10035,pike,January,Friday,Daylight,10,10:00am-10:59am,County Road,Cloudy,1
alabama,10036,mobile,January,Friday,Dark - Not Lighted,20,8:00pm-8:59pm,County Road,Clear,1
alabama,10037,mobile,January,Friday,Dark - Not Lighted,23,11:00pm-11:59pm,U.S. Highway,Clear,2
alabama,10038,st clair,January,Saturday,Dark - Not Lighted,2,2:00am-2:59am,County Road,Rain,1
alabama,10039,autauga,January,Saturday,Daylight,13,1:00pm-1:59pm,U.S. Highway,Clear,1
alabama,10040,lowndes,January,Sunday,Dark - Not Lighted,0,0:00am-0:59am,County Road,Clear,1
alabama,10041,shelby,January,Sunday,Dark - Not Lighted,19,7:00pm-7:59pm,County Road,Clear,1
alabama,10042,dekalb,January,Sunday,Dusk,16,4:00pm-4:59pm,County Road,Clear,1
alabama,10043,mobile,January,Sunday,Dark - Lighted,19,7:00pm-7:59pm,Local Street - Municipality,Cloudy,1
alabama,10044,shelby,January,Monday,Daylight,12,12:00pm-12:59pm,U.S. Highway,Rain,1
alabama,10045,morgan,January,Thursday,Daylight,11,11:00am-11:59am,Local Street - Municipality,Clear,1
alabama,10046,lee,January,Friday,Daylight,16,4:00pm-4:59pm,County Road,Clear,1
alabama,10047,madison,January,Saturday,Dark - Lighted,2,2:00am-2:59am,County Road,Cloudy,1
alabama,10048,wilcox,January,Saturday,Dark - Not Lighted,20,8:00pm-8:59pm,State Highway,Clear,1
alabama,10049,madison,January,Saturday,Dark - Lighted,18,6:00pm-6:59pm,Local Street - Municipality,Clear,1
alabama,10050,calhoun,January,Sunday,Dark - Not Lighted,19,7:00pm-7:59pm,U.S. Highway,Clear,1
alabama,10051,montgomery,January,Sunday,Dark - Lighted,18,6:00pm-6:59pm,Local Street - Municipality,Clear,1
alabama,10053,dale,January,Tuesday,Dusk,17,5:00pm-5:59pm,County Road,Clear,1
alabama,10054,jackson,January,Tuesday,Daylight,11,11:00am-11:59am,State Highway,Cloudy,1
alabama,10055,calhoun,January,Thursday,Dark - Not Lighted,19,7:00pm-7:59pm,U.S. Highway,Cloudy,1
alabama,10056,madison,January,Thursday,Dark - Not Lighted,18,6:00pm-6:59pm,Local Street - Municipality,Cloudy,1
alabama,10057,macon,January,Tuesday,Dark - Lighted,17,5:00pm-5:59pm,U.S. Highway,Clear,1
alabama,10058,madison,January,Friday,Dark - Not Lighted,18,6:00pm-6:59pm,County Road,Clear,1
alabama,10059,russell,January,Saturday,Daylight,14,2:00pm-2:59pm,U.S. Highway,Clear,1
alabama,10060,madison,January,Sunday,Dark - Not Lighted,19,7:00pm-7:59pm,County Road,Rain,1
alabama,10061,tallapoosa,January,Monday,Daylight,14,2:00pm-2:59pm,State Highway,Clear,1
alabama,10062,dallas,January,Wednesday,Daylight,15,3:00pm-3:59pm,State Highway,Cloudy,1
alabama,10063,lee,January,Thursday,Daylight,15,3:00pm-3:59pm,County Road,Clear,1
alabama,10064,baldwin,January,Friday,Daylight,13,1:00pm-1:59pm,State Highway,Clear,1
alabama,10065,winston,January,Friday,Daylight,13,1:00pm-1:59pm,County Road,Clear,1
alabama,10066,jefferson,January,Saturday,Dark - Not Lighted,21,9:00pm-9:59pm,County Road,Rain,1
alabama,10067,elmore,January,Saturday,Daylight,15,3:00pm-3:59pm,State Highway,Clear,1
alabama,10068,tuscaloosa,January,Sunday,Dark - Not Lighted,0,0:00am-0:59am,State Highway,Rain,1
alabama,10069,mobile,January,Sunday,Dark - Not Lighted,4,4:00am-4:59am,County Road,Rain,1
alabama,10070,dale,January,Sunday,Dark - Not Lighted,19,7:00pm-7:59pm,County Road,Rain,1
alabama,10071,jackson,January,Sunday,Dark - Not Lighted,20,8:00pm-8:59pm,State Highway,Cloudy,2
alabama,10072,montgomery,February,Monday,Dark - Lighted,Unknown,Unknown Hours,Local Street - Municipality,Clear,1
alabama,10073,limestone,February,Tuesday,Dark - Not Lighted,18,6:00pm-6:59pm,County Road,Clear,2
alabama,10074,baldwin,February,Wednesday,Dusk,17,5:00pm-5:59pm,County Road,Clear,1
alabama,10075,calhoun,February,Thursday,Dark - Not Lighted,18,6:00pm-6:59pm,U.S. Highway,Cloudy,1
alabama,10076,lee,February,Thursday,Dusk,17,5:00pm-5:59pm,County Road,Cloudy,1
alabama,10077,elmore,February,Friday,Dark - Not Lighted,20,8:00pm-8:59pm,County Road,Clear,1
alabama,10078,walker,February,Sunday,Dark - Not Lighted,1,1:00am-1:59am,County Road,Rain,1
alabama,10079,russell,February,Sunday,Dark - Not Lighted,21,9:00pm-9:59pm,State Highway,Clear,1
alabama,10080,cherokee,February,Tuesday,Dark - Not Lighted,18,6:00pm-6:59pm,State Highway,Clear,1
alabama,10081,cullman,February,Wednesday,Daylight,15,3:00pm-3:59pm,State Highway,Clear,1
alabama,10082,jefferson,February,Wednesday,Dark - Not Lighted,18,6:00pm-6:59pm,State Highway,Cloudy,1
alabama,10083,hale,February,Wednesday,Dark - Not Lighted,20,8:00pm-8:59pm,State Highway,Rain,1
alabama,10084,dekalb,February,Wednesday,Dark - Not Lighted,21,9:00pm-9:59pm,County Road,Clear,1
alabama,10085,macon,February,Wednesday,Dark - Lighted,21,9:00pm-9:59pm,County Road,Haze,1
alabama,10086,mobile,February,Thursday,Dark - Lighted,20,8:00pm-8:59pm,Local Street - Municipality,Rain,1
alabama,10087,macon,February,Thursday,Dark - Not Lighted,17,5:00pm-5:59pm,U.S. Highway,Rain,1
alabama,10088,etowah,February,Friday,Daylight,15,3:00pm-3:59pm,County Road,Cloudy,1
alabama,10089,cherokee,February,Saturday,Dark - Not Lighted,21,9:00pm-9:59pm,County Road,Cloudy,1
alabama,10090,mobile,February,Saturday,Dark - Lighted,1,1:00am-1:59am,Local Street - Municipality,Cloudy,1
alabama,10091,russell,February,Sunday,Dark - Not Lighted,22,10:00pm-10:59pm,U.S. Highway,Rain,1
alabama,10092,tuscaloosa,February,Saturday,Dark - Unknown Lighting,6,6:00am-6:59am,Local Street - Municipality,Clear,1
alabama,10093,tuscaloosa,January,Monday,Dark - Not Lighted,18,6:00pm-6:59pm,State Highway,Clear,2
alabama,10094,baldwin,February,Sunday,Dark - Not Lighted,3,3:00am-3:59am,Interstate,Cloudy,2
alabama,10095,jefferson,February,Monday,Dawn,7,7:00am-7:59am,Local Street - Municipality,Clear,1
alabama,10096,jefferson,February,Monday,Daylight,14,2:00pm-2:59pm,Local Street - Municipality,Clear,1
alabama,10097,jefferson,February,Monday,Dark - Lighted,22,10:00pm-10:59pm,Interstate,Clear,1
alabama,10098,blount,February,Tuesday,Daylight,6,6:00am-6:59am,U.S. Highway,Clear,1
alabama,10099,mobile,February,Thursday,Dark - Lighted,18,6:00pm-6:59pm,Interstate,Rain,1
alabama,10100,chilton,February,Friday,Daylight,13,1:00pm-1:59pm,County Road,Cloudy,1
alabama,10101,mobile,February,Friday,Daylight,17,5:00pm-5:59pm,County Road,Rain,1
alabama,10102,walker,February,Monday,Dark - Not Lighted,18,6:00pm-6:59pm,County Road,Rain,1
alabama,10103,mobile,February,Tuesday,Dark - Lighted,21,9:00pm-9:59pm,County Road,Clear,1
alabama,10104,houston,February,Thursday,Dark - Not Lighted,5,5:00am-5:59am,County Road,Rain,1
alabama,10105,choctaw,February,Thursday,Dark - Not Lighted,20,8:00pm-8:59pm,U.S. Highway,Clear,2
alabama,10106,henry,February,Friday,Dark - Not Lighted,2,2:00am-2:59am,State Highway,Rain,1
alabama,10107,cullman,February,Saturday,Daylight,11,11:00am-11:59am,U.S. Highway,Cloudy,1
alabama,10108,sumter,February,Saturday,Dark - Not Lighted,23,11:00pm-11:59pm,State Highway,Clear,2
alabama,10110,dallas,February,Tuesday,Dark - Lighted,4,4:00am-4:59am,State Highway,Clear,1
alabama,10111,choctaw,February,Wednesday,Daylight,12,12:00pm-12:59pm,County Road,Clear,1
alabama,10112,cullman,February,Wednesday,Daylight,14,2:00pm-2:59pm,U.S. Highway,Clear,1
alabama,10113,coffee,February,Thursday,Daylight,11,11:00am-11:59am,State Highway,Clear,1
alabama,10114,hale,February,Thursday,Daylight,15,3:00pm-3:59pm,State Highway,Clear,2
alabama,10115,butler,February,Thursday,Dark - Not Lighted,18,6:00pm-6:59pm,State Highway,Clear,1
alabama,10116,autauga,February,Thursday,Dark - Not Lighted,19,7:00pm-7:59pm,Interstate,Cloudy,1
alabama,10117,baldwin,February,Friday,Dark - Lighted,21,9:00pm-9:59pm,State Highway,Clear,1
alabama,10118,marengo,February,Friday,Dark - Not Lighted,20,8:00pm-8:59pm,Local Street - Municipality,Clear,1
alabama,10119,st clair,February,Friday,Dark - Lighted,19,7:00pm-7:59pm,U.S. Highway,Rain,1
alabama,10120,jefferson,February,Saturday,Daylight,16,4:00pm-4:59pm,Local Street - Municipality,Cloudy,1
alabama,10121,jefferson,February,Saturday,Daylight,12,12:00pm-12:59pm,Interstate,Cloudy,2
alabama,10122,dale,February,Saturday,Dark - Not Lighted,19,7:00pm-7:59pm,County Road,Cloudy,1
alabama,10123,montgomery,February,Saturday,Daylight,19,7:00pm-7:59pm,Local Street - Municipality,Clear,1
alabama,10124,bullock,February,Saturday,Dark - Not Lighted,23,11:00pm-11:59pm,U.S. Highway,Clear,1
alabama,10125,st clair,February,Saturday,Dark - Not Lighted,22,10:00pm-10:59pm,County Road,Haze,1
alabama,10126,shelby,March,Tuesday,Daylight,8,8:00am-8:59am,County Road,Rain,1
alabama,10127,barbour,March,Tuesday,Daylight,13,1:00pm-1:59pm,State Highway,Rain,1
alabama,10128,madison,March,Tuesday,Daylight,16,4:00pm-4:59pm,State Highway,Rain,1
alabama,10129,dekalb,March,Friday,Dark - Not Lighted,20,8:00pm-8:59pm,State Highway,Cloudy,1
alabama,10130,barbour,March,Friday,Dark - Lighted,21,9:00pm-9:59pm,U.S. Highway,Clear,1
alabama,10131,dallas,March,Saturday,Daylight,17,5:00pm-5:59pm,County Road,Clear,1
alabama,10132,montgomery,March,Saturday,Daylight,17,5:00pm-5:59pm,Local Street - Municipality,Clear,1
alabama,10133,blount,March,Sunday,Dark - Not Lighted,23,11:00pm-11:59pm,Interstate,Clear,1
alabama,10134,autauga,March,Monday,Daylight,6,6:00am-6:59am,U.S. Highway,Clear,3
alabama,10135,tuscaloosa,March,Monday,Daylight,14,2:00pm-2:59pm,State Highway,Clear,1
alabama,10136,bullock,March,Tuesday,Dark - Not Lighted,20,8:00pm-8:59pm,State Highway,Clear,1
alabama,10137,jackson,March,Wednesday,Daylight,6,6:00am-6:59am,U.S. Highway,Clear,1
alabama,10138,baldwin,March,Wednesday,Dark - Not Lighted,3,3:00am-3:59am,State Highway,Clear,2
alabama,10139,jefferson,March,Thursday,Dark - Lighted,18,6:00pm-6:59pm,Interstate,Clear,2
alabama,10140,mobile,March,Friday,Dark - Not Lighted,20,8:00pm-8:59pm,Local Street - Municipality,Cloudy,2
alabama,10141,autauga,March,Friday,Dark - Not Lighted,20,8:00pm-8:59pm,U.S. Highway,Clear,1
alabama,10142,autauga,March,Friday,Daylight,12,12:00pm-12:59pm,County Road,Clear,1
alabama,10143,dallas,March,Friday,Daylight,17,5:00pm-5:59pm,State Highway,Clear,1
alabama,10144,jefferson,March,Saturday,Dark - Lighted,18,6:00pm-6:59pm,Interstate,Cloudy,1
alabama,10145,elmore,March,Saturday,Dark - Not Lighted,22,10:00pm-10:59pm,County Road,Clear,1
alabama,10146,talladega,March,Saturday,Daylight,15,3:00pm-3:59pm,U.S. Highway,Clear,2
alabama,10147,jefferson,March,Sunday,Dark - Lighted,1,1:00am-1:59am,Interstate,Clear,1
alabama,10148,geneva,March,Tuesday,Dark - Not Lighted,1,1:00am-1:59am,State Highway,Clear,1
alabama,10149,cullman,March,Tuesday,Daylight,15,3:00pm-3:59pm,County Road,Cloudy,1
alabama,10150,lauderdale,March,Tuesday,Dark - Not Lighted,5,5:00am-5:59am,U.S. Highway,Haze,1
alabama,10151,tuscaloosa,March,Friday,Daylight,12,12:00pm-12:59pm,County Road,Cloudy,1
alabama,10152,madison,March,Saturday,Dark - Lighted,1,1:00am-1:59am,State Highway,Clear,2
alabama,10153,colbert,March,Saturday,Dark - Not Lighted,4,4:00am-4:59am,State Highway,Cloudy,1
alabama,10154,russell,March,Saturday,Daylight,9,9:00am-9:59am,U.S. Highway,Clear,1
alabama,10155,russell,March,Sunday,Dark - Lighted,2,2:00am-2:59am,Local Street - Municipality,Clear,1
alabama,10156,jefferson,March,Sunday,Dawn,6,6:00am-6:59am,Local Street - Municipality,Clear,1
alabama,10157,lauderdale,March,Sunday,Dark - Not Lighted,19,7:00pm-7:59pm,County Road,Clear,1
alabama,10158,lawrence,March,Monday,Daylight,12,12:00pm-12:59pm,State Highway,Clear,1
alabama,10159,geneva,March,Tuesday,Daylight,10,10:00am-10:59am,State Highway,Clear,3
alabama,10161,monroe,March,Wednesday,Dusk,20,8:00pm-8:59pm,County Road,Rain,1
alabama,10162,walker,March,Wednesday,Dark - Not Lighted,6,6:00am-6:59am,State Highway,Haze,1
alabama,10163,montgomery,March,Wednesday,Dark - Unknown Lighting,19,7:00pm-7:59pm,State Highway,Cloudy,1
alabama,10164,mobile,March,Wednesday,Daylight,8,8:00am-8:59am,Local Street - Municipality,Rain,2
alabama,10165,russell,March,Wednesday,Daylight,16,4:00pm-4:59pm,Local Street - Municipality,Cloudy,1
alabama,10166,marshall,March,Thursday,Daylight,9,9:00am-9:59am,State Highway,Rain,1
alabama,10167,cherokee,March,Thursday,Dark - Not Lighted,19,7:00pm-7:59pm,State Highway,Rain,1
alabama,10168,conecuh,March,Thursday,Dark - Not Lighted,23,11:00pm-11:59pm,Interstate,Rain,1
alabama,10169,covington,March,Friday,Dark - Not Lighted,0,0:00am-0:59am,County Road,Rain,1
alabama,10170,st clair,March,Saturday,Daylight,6,6:00am-6:59am,County Road,Cloudy,1
alabama,10171,marshall,March,Saturday,Dark - Not Lighted,19,7:00pm-7:59pm,County Road,Clear,1
alabama,10172,tuscaloosa,March,Sunday,Dark - Not Lighted,0,0:00am-0:59am,U.S. Highway,Clear,1
alabama,10173,lowndes,March,Sunday,Dark - Not Lighted,3,3:00am-3:59am,Interstate,Clear,1
alabama,10174,tuscaloosa,March,Sunday,Dark - Not Lighted,5,5:00am-5:59am,State Highway,Cloudy,1
alabama,10175,bibb,March,Sunday,Dark - Not Lighted,2,2:00am-2:59am,State Highway,Cloudy,1
alabama,10176,madison,March,Sunday,Dark - Lighted,23,11:00pm-11:59pm,County Road,Clear,1
alabama,10177,dekalb,March,Monday,Dark - Not Lighted,5,5:00am-5:59am,Interstate,Clear,1
alabama,10178,walker,March,Monday,Daylight,10,10:00am-10:59am,County Road,Clear,1
alabama,10179,mobile,March,Tuesday,Dark - Lighted,22,10:00pm-10:59pm,Local Street - Municipality,Cloudy,1
alabama,10180,walker,March,Tuesday,Dark - Unknown Lighting,21,9:00pm-9:59pm,State Highway,Cloudy,1
alabama,10181,greene,March,Wednesday,Daylight,12,12:00pm-12:59pm,Local Street - Municipality,Rain,1
alabama,10182,baldwin,April,Thursday,Daylight,8,8:00am-8:59am,Interstate,Clear,1
alabama,10183,tuscaloosa,April,Saturday,Daylight,7,7:00am-7:59am,Interstate,Clear,3
alabama,10184,lowndes,April,Saturday,Dark - Lighted,20,8:00pm-8:59pm,U.S. Highway,Clear,1
alabama,10185,madison,April,Sunday,Dark - Not Lighted,19,7:00pm-7:59pm,Local Street - Municipality,Clear,1
alabama,10186,chilton,April,Friday,Dark - Not Lighted,21,9:00pm-9:59pm,Interstate,Clear,1
alabama,10187,morgan,April,Saturday,Daylight,16,4:00pm-4:59pm,Interstate,Clear,1
alabama,10188,st clair,April,Saturday,Dark - Not Lighted,20,8:00pm-8:59pm,Interstate,Clear,1
alabama,10189,tuscaloosa,April,Friday,Dark - Not Lighted,3,3:00am-3:59am,State Highway,Clear,1
alabama,10190,jefferson,April,Saturday,Dark - Not Lighted,20,8:00pm-8:59pm,Local Street - Municipality,Clear,1
alabama,10191,pike,April,Sunday,Dark - Not Lighted,1,1:00am-1:59am,County Road,Clear,1
alabama,10192,lawrence,April,Monday,Daylight,12,12:00pm-12:59pm,State Highway,Clear,1
alabama,10193,madison,April,Monday,Dark - Unknown Lighting,2,2:00am-2:59am,Local Street - Municipality,Clear,1
alabama,10194,jefferson,April,Monday,Dark - Not Lighted,23,11:00pm-11:59pm,State Highway,Clear,1
alabama,10195,russell,April,Sunday,Dark - Lighted,22,10:00pm-10:59pm,U.S. Highway,Cloudy,1
alabama,10196,talladega,April,Monday,Dark - Not Lighted,20,8:00pm-8:59pm,Interstate,Clear,1
alabama,10197,colbert,April,Tuesday,Daylight,12,12:00pm-12:59pm,Local Street - Municipality,Clear,1
alabama,10198,dekalb,April,Tuesday,Dawn,5,5:00am-5:59am,State Highway,Clear,1
alabama,10199,chilton,April,Tuesday,Daylight,6,6:00am-6:59am,U.S. Highway,Clear,1
alabama,10201,butler,March,Wednesday,Daylight,12,12:00pm-12:59pm,State Highway,Clear,2
alabama,10202,jefferson,March,Friday,Dark - Lighted,5,5:00am-5:59am,Local Street - Municipality,Cloudy,1
alabama,10203,covington,March,Sunday,Daylight,19,7:00pm-7:59pm,County Road,Clear,1
alabama,10204,mobile,March,Sunday,Daylight,18,6:00pm-6:59pm,U.S. Highway,Clear,4
alabama,10205,mobile,March,Wednesday,Dark - Not Lighted,3,3:00am-3:59am,State Highway,Cloudy,1
alabama,10206,jefferson,April,Thursday,Daylight,16,4:00pm-4:59pm,Local Street - Municipality,Clear,1
alabama,10207,morgan,April,Friday,Daylight,17,5:00pm-5:59pm,State Highway,Clear,2
alabama,10208,dale,March,Sunday,Daylight,16,4:00pm-4:59pm,County Road,Clear,1
alabama,10209,jefferson,March,Tuesday,Daylight,6,6:00am-6:59am,Interstate,Cloudy,1
alabama,10210,elmore,February,Wednesday,Dark - Not Lighted,20,8:00pm-8:59pm,Interstate,Rain,1
alabama,10211,wilcox,February,Tuesday,Daylight,16,4:00pm-4:59pm,State Highway,Clear,1
alabama,10212,morgan,February,Friday,Daylight,8,8:00am-8:59am,State Highway,Cloudy,1
alabama,10213,pike,January,Friday,Dark - Not Lighted,4,4:00am-4:59am,U.S. Highway,Rain,1
alabama,10214,jefferson,February,Wednesday,Dark - Lighted,18,6:00pm-6:59pm,Local Street - Municipality,Rain,1
alabama,10215,mobile,February,Thursday,Dusk,18,6:00pm-6:59pm,Local Street - Municipality,Clear,1
alabama,10216,jefferson,March,Monday,Daylight,12,12:00pm-12:59pm,Local Street - Municipality,Rain,1
alabama,10217,jefferson,March,Sunday,Daylight,16,4:00pm-4:59pm,State Highway,Clear,1
alabama,10218,lawrence,April,Saturday,Daylight,15,3:00pm-3:59pm,State Highway,Clear,1
alabama,10219,madison,April,Sunday,Daylight,17,5:00pm-5:59pm,County Road,Clear,1
alabama,10220,walker,April,Sunday,Daylight,16,4:00pm-4:59pm,State Highway,Clear,1
alabama,10221,calhoun,April,Sunday,Daylight,12,12:00pm-12:59pm,Local Street - Municipality,Clear,1
alabama,10222,walker,April,Sunday,Dark - Not Lighted,0,0:00am-0:59am,State Highway,Clear,1
alabama,10223,russell,April,Sunday,Dark - Not Lighted,1,1:00am-1:59am,U.S. Highway,Cloudy,1
alabama,10224,walker,April,Wednesday,Daylight,14,2:00pm-2:59pm,County Road,Cloudy,1
alabama,10225,jefferson,April,Wednesday,Dark - Lighted,3,3:00am-3:59am,State Highway,Clear,1
alabama,10226,clay,May,Monday,Daylight,13,1:00pm-1:59pm,State Highway,Rain,1
alabama,10227,lowndes,April,Friday,Daylight,14,2:00pm-2:59pm,U.S. Highway,Clear,2
alabama,10228,sumter,April,Saturday,Dark - Not Lighted,20,8:00pm-8:59pm,U.S. Highway,Clear,2
alabama,10229,greene,April,Tuesday,Daylight,18,6:00pm-6:59pm,State Highway,Clear,1
alabama,10230,walker,April,Monday,Dark - Not Lighted,23,11:00pm-11:59pm,Interstate,Clear,1
alabama,10231,russell,April,Wednesday,Dark - Lighted,22,10:00pm-10:59pm,U.S. Highway,Cloudy,1
alabama,10232,colbert,April,Thursday,Daylight,14,2:00pm-2:59pm,State Highway,Clear,1
alabama,10233,mobile,April,Wednesday,Dusk,17,5:00pm-5:59pm,U.S. Highway,Rain,2
alabama,10234,jefferson,April,Wednesday,Dark - Not Lighted,22,10:00pm-10:59pm,Interstate,Rain,1
alabama,10235,mobile,April,Thursday,Dark - Not Lighted,19,7:00pm-7:59pm,U.S. Highway,Clear,1
alabama,10236,jefferson,April,Friday,Dark - Not Lighted,22,10:00pm-10:59pm,County Road,Cloudy,2
alabama,10237,baldwin,April,Friday,Dark - Lighted,22,10:00pm-10:59pm,State Highway,Cloudy,1
alabama,10238,marengo,April,Friday,Dark - Not Lighted,22,10:00pm-10:59pm,County Road,Clear,1
alabama,10239,morgan,April,Friday,Daylight,11,11:00am-11:59am,County Road,Clear,1
alabama,10240,sumter,April,Saturday,Daylight,11,11:00am-11:59am,County Road,Clear,1
alabama,10241,houston,April,Sunday,Daylight,15,3:00pm-3:59pm,County Road,Clear,1
alabama,10242,mobile,April,Monday,Daylight,7,7:00am-7:59am,U.S. Highway,Clear,1
alabama,10243,limestone,April,Monday,Daylight,15,3:00pm-3:59pm,U.S. Highway,Clear,1
alabama,10244,lee,April,Tuesday,Dark - Not Lighted,3,3:00am-3:59am,State Highway,Clear,1
alabama,10245,pike,April,Wednesday,Daylight,15,3:00pm-3:59pm,State Highway,Clear,1
alabama,10246,elmore,April,Wednesday,Daylight,18,6:00pm-6:59pm,State Highway,Clear,1
alabama,10247,cullman,April,Thursday,Daylight,16,4:00pm-4:59pm,Interstate,Clear,1
alabama,10248,lauderdale,April,Friday,Daylight,12,12:00pm-12:59pm,Local Street - Municipality,Clear,1
alabama,10249,jefferson,April,Friday,Dark - Not Lighted,18,6:00pm-6:59pm,Interstate,Clear,1
alabama,10250,houston,April,Friday,Daylight,16,4:00pm-4:59pm,State Highway,Clear,1
alabama,10251,houston,April,Friday,Dark - Not Lighted,21,9:00pm-9:59pm,U.S. Highway,Cloudy,1
alabama,10252,morgan,April,Friday,Daylight,18,6:00pm-6:59pm,Local Street - Municipality,Clear,1
alabama,10253,macon,April,Saturday,Daylight,7,7:00am-7:59am,Interstate,Rain,1
alabama,10254,madison,April,Sunday,Dark - Lighted,5,5:00am-5:59am,Local Street - Municipality,Clear,1
alabama,10255,jefferson,April,Monday,Daylight,18,6:00pm-6:59pm,Local Street - Municipality,Clear,1
alabama,10256,cullman,April,Tuesday,Daylight,16,4:00pm-4:59pm,County Road,Clear,1
alabama,10257,mobile,April,Wednesday,Dark - Lighted,20,8:00pm-8:59pm,Local Street - Municipality,Clear,1
alabama,10258,russell,April,Wednesday,Dark - Lighted,22,10:00pm-10:59pm,U.S. Highway,Clear,1
alabama,10259,madison,April,Thursday,Dark - Lighted,0,0:00am-0:59am,State Highway,Clear,1
alabama,10260,limestone,April,Friday,Daylight,12,12:00pm-12:59pm,State Highway,Clear,1
alabama,10261,dale,May,Tuesday,Daylight,14,2:00pm-2:59pm,U.S. Highway,Cloudy,1
alabama,10262,dekalb,May,Tuesday,Daylight,8,8:00am-8:59am,County Road,Rain,1
alabama,10263,mobile,April,Monday,Dark - Not Lighted,21,9:00pm-9:59pm,State Highway,Clear,1
alabama,10264,jefferson,April,Monday,Daylight,9,9:00am-9:59am,Interstate,Clear,1
alabama,10265,jefferson,April,Monday,Dusk,20,8:00pm-8:59pm,Local Street - Municipality,Clear,1
alabama,10266,mobile,April,Tuesday,Dark - Lighted,19,7:00pm-7:59pm,Local Street - Municipality,Clear,1
alabama,10267,covington,February,Sunday,Dusk,17,5:00pm-5:59pm,County Road,Clear,1
alabama,10268,lauderdale,May,Sunday,Daylight,6,6:00am-6:59am,County Road,Cloudy,1
alabama,10269,mobile,April,Monday,Dark - Unknown Lighting,23,11:00pm-11:59pm,Interstate,Clear,1
alabama,10270,dale,April,Saturday,Daylight,19,7:00pm-7:59pm,State Highway,Clear,1
alabama,10271,mobile,March,Monday,Dark - Lighted,22,10:00pm-10:59pm,Interstate,Cloudy,1
