STATENAME,ST_CASE,COUNTYNAME,MONTHNAME,DAY_WEEKNAME,LGT_CONDNAME,HOUR,HOURNAME,ROUTENAME,WEATHERNAME,FATALS
texas,480913,travis,April,Wednesday,Dark - Lighted,3,3:00am-3:59am,Interstate,Cloudy,1
texas,480915,cass,April,Wednesday,Daylight,12,12:00pm-12:59pm,Unknown,Cloudy,1
texas,480916,van zandt,April,Sunday,Dark - Not Lighted,20,8:00pm-8:59pm,State Highway,Clear,1
texas,480917,collin,April,Tuesday,Dark - Lighted,4,4:00am-4:59am,Local Street - Frontage Road,Cloudy,1
texas,480918,oldham,April,Tuesday,Daylight,11,11:00am-11:59am,U.S. Highway,Clear,1
texas,480919,hays,April,Saturday,Daylight,11,11:00am-11:59am,Local Street - Municipality,Clear,1
texas,480920,uvalde,March,Thursday,Daylight,10,10:00am-10:59am,Unknown,Clear,1
texas,480921,dallas,March,Wednesday,Dark - Lighted,22,10:00pm-10:59pm,State Highway,Clear,1
texas,480922,terrell,April,Tuesday,Dark - Not Lighted,5,5:00am-5:59am,U.S. Highway,Clear,1
texas,480923,hopkins,April,Wednesday,Dark - Not Lighted,20,8:00pm-8:59pm,Local Street - Municipality,Clear,1
texas,480924,midland,April,Thursday,Daylight,14,2:00pm-2:59pm,Interstate,Clear,1
texas,480925,travis,April,Thursday,Daylight,20,8:00pm-8:59pm,State Highway,Clear,1
texas,480926,hill,April,Tuesday,Dark - Not Lighted,23,11:00pm-11:59pm,State Highway,Clear,1
texas,480927,lubbock,April,Tuesday,Daylight,7,7:00am-7:59am,U.S. Highway,Cloudy,1
texas,480928,jefferson,April,Tuesday,Daylight,17,5:00pm-5:59pm,Unknown,Clear,1
texas,480929,henderson,April,Tuesday,Daylight,14,2:00pm-2:59pm,State Highway,Clear,1
texas,480930,el paso,April,Wednesday,Daylight,8,8:00am-8:59am,State Highway,Clear,1
texas,480931,tarrant,April,Thursday,Dark - Lighted,2,2:00am-2:59am,Interstate,Rain,1
texas,480932,denton,March,Wednesday,Daylight,19,7:00pm-7:59pm,Local Street - Municipality,Clear,1
texas,480933,denton,April,Wednesday,Daylight,7,7:00am-7:59am,State Highway,Cloudy,1
texas,480934,gaines,April,Thursday,Daylight,10,10:00am-10:59am,State Highway,Clear,1
texas,480935,ector,April,Saturday,Dark - Not Lighted,1,1:00am-1:59am,Interstate,Clear,1
texas,480936,grayson,April,Friday,Dark - Not Lighted,23,11:00pm-11:59pm,Unknown,Cloudy,1
texas,480937,cameron,April,Monday,Daylight,19,7:00pm-7:59pm,Unknown,Clear,2
texas,480938,bexar,April,Wednesday,Dark - Lighted,20,8:00pm-8:59pm,Local Street - Municipality,Clear,1
texas,480939,bell,April,Sunday,Dark - Not Lighted,21,9:00pm-9:59pm,State Highway,Clear,1
texas,480940,taylor,April,Sunday,Dark - Not Lighted,20,8:00pm-8:59pm,Unknown,Clear,1
texas,480941,childress,April,Tuesday,Daylight,16,4:00pm-4:59pm,Unknown,Clear,1
texas,480942,grimes,April,Sunday,Dark - Not Lighted,1,1:00am-1:59am,Unknown,Clear,1
texas,480943,williamson,March,Thursday,Dark - Lighted,6,6:00am-6:59am,Interstate,Clear,1
texas,480944,sabine,April,Friday,Dark - Not Lighted,23,11:00pm-11:59pm,Unknown,Cloudy,1
texas,480945,travis,April,Sunday,Dark - Lighted,2,2:00am-2:59am,Interstate,Clear,1
texas,480946,crane,March,Sunday,Daylight,14,2:00pm-2:59pm,U.S. Highway,Clear,1
texas,480947,castro,April,Sunday,Daylight,10,10:00am-10:59am,State Highway,Clear,1
texas,480948,caldwell,April,Tuesday,Dusk,18,6:00pm-6:59pm,State Highway,Cloudy,1
texas,480949,tyler,April,Wednesday,Dark - Not Lighted,5,5:00am-5:59am,U.S. Highway,Clear,1
texas,480950,harris,April,Thursday,Dark - Not Lighted,22,10:00pm-10:59pm,County Road,Clear,1
texas,480951,coleman,April,Tuesday,Dark - Lighted,23,11:00pm-11:59pm,U.S. Highway,Clear,1
texas,480952,pecos,April,Thursday,Dark - Lighted,1,1:00am-1:59am,Local Street - Frontage Road,Clear,1
texas,480953,cameron,April,Thursday,Dark - Not Lighted,0,0:00am-0:59am,Local Street - Municipality,Clear,1
texas,480954,gaines,April,Friday,Daylight,16,4:00pm-4:59pm,County Road,Particulates,1
texas,480955,parker,April,Saturday,Daylight,14,2:00pm-2:59pm,Local Street - Frontage Road,Clear,1
texas,480956,cherokee,April,Tuesday,Dark - Lighted,3,3:00am-3:59am,U.S. Highway,Clear,1
texas,480957,harris,April,Saturday,Daylight,14,2:00pm-2:59pm,Local Street - Municipality,Clear,1
texas,480958,bell,April,Thursday,Dark - Not Lighted,21,9:00pm-9:59pm,State Highway,Clear,1
texas,480959,frio,April,Sunday,Dark - Not Lighted,2,2:00am-2:59am,Interstate,Clear,1
texas,480960,bell,April,Friday,Dark - Lighted,3,3:00am-3:59am,Interstate,Rain,1
texas,480961,tarrant,April,Sunday,Dark - Lighted,4,4:00am-4:59am,Interstate,Clear,1
texas,480962,potter,April,Tuesday,Dark - Lighted,22,10:00pm-10:59pm,Interstate,Clear,1
texas,480963,bell,April,Tuesday,Daylight,12,12:00pm-12:59pm,Unknown,Cloudy,1
texas,480964,bowie,March,Monday,Daylight,15,3:00pm-3:59pm,U.S. Highway,Clear,1
texas,480965,bowie,March,Monday,Daylight,17,5:00pm-5:59pm,Local Street - Municipality,Clear,1
texas,480966,dallas,March,Saturday,Dark - Lighted,1,1:00am-1:59am,Interstate,Clear,1
texas,480967,harris,April,Sunday,Dark - Lighted,3,3:00am-3:59am,Local Street - Frontage Road,Clear,1
texas,480968,aransas,April,Monday,Dark - Not Lighted,0,0:00am-0:59am,State Highway,Clear,1
texas,480970,denton,April,Friday,Daylight,10,10:00am-10:59am,Unknown,Rain,1
texas,480971,aransas,April,Friday,Daylight,16,4:00pm-4:59pm,Unknown,Cloudy,1
texas,480972,angelina,April,Sunday,Dark - Lighted,0,0:00am-0:59am,Local Street - Municipality,Clear,1
texas,480973,bexar,April,Tuesday,Daylight,12,12:00pm-12:59pm,Local Street - Frontage Road,Cloudy,1
texas,480974,dallas,April,Wednesday,Dark - Lighted,0,0:00am-0:59am,Interstate,Clear,1
texas,480975,dallas,April,Thursday,Daylight,11,11:00am-11:59am,Interstate,Cloudy,1
texas,480976,harris,April,Tuesday,Dark - Lighted,0,0:00am-0:59am,Interstate,Clear,1
texas,480977,bexar,April,Sunday,Dark - Lighted,2,2:00am-2:59am,Interstate,Clear,1
texas,480978,lubbock,April,Friday,Daylight,9,9:00am-9:59am,Local Street - Frontage Road,Cloudy,1
texas,480979,titus,April,Friday,Dark - Not Lighted,20,8:00pm-8:59pm,U.S. Highway,Cloudy,1
texas,480980,dallas,April,Monday,Dark - Lighted,23,11:00pm-11:59pm,Local Street - Municipality,Clear,1
texas,480981,dallas,April,Monday,Dark - Lighted,20,8:00pm-8:59pm,Local Street - Frontage Road,Clear,1
texas,480982,montgomery,April,Wednesday,Daylight,17,5:00pm-5:59pm,State Highway,Cloudy,1
texas,480983,lee,April,Monday,Dark - Unknown Lighting,3,3:00am-3:59am,State Highway,Clear,2
texas,480984,collin,April,Saturday,Daylight,11,11:00am-11:59am,U.S. Highway,Clear,1
texas,480985,harris,April,Monday,Daylight,14,2:00pm-2:59pm,State Highway,Clear,1
texas,480986,cass,March,Friday,Dawn,6,6:00am-6:59am,U.S. Highway,Clear,1
texas,480987,denton,April,Friday,Daylight,9,9:00am-9:59am,State Highway,Rain,1
texas,480988,nueces,April,Tuesday,Dark - Not Lighted,22,10:00pm-10:59pm,County Road,Cloudy,1
texas,480989,matagorda,April,Saturday,Daylight,18,6:00pm-6:59pm,Unknown,Clear,1
texas,480990,robertson,April,Wednesday,Daylight,17,5:00pm-5:59pm,U.S. Highway,Clear,1
texas,480991,bastrop,April,Tuesday,Dark - Not Lighted,2,2:00am-2:59am,Unknown,Clear,1
texas,480992,harris,March,Saturday,Dark - Lighted,2,2:00am-2:59am,Interstate,Clear,1
texas,480993,smith,April,Tuesday,Daylight,7,7:00am-7:59am,State Highway,Clear,1
texas,480994,harris,April,Monday,Dark - Not Lighted,5,5:00am-5:59am,U.S. Highway,Clear,1
texas,480995,bexar,April,Tuesday,Dark - Not Lighted,0,0:00am-0:59am,Local Street - Frontage Road,Clear,1
texas,480996,victoria,April,Saturday,Daylight,9,9:00am-9:59am,State Highway,Clear,1
texas,480997,comal,April,Tuesday,Dark - Not Lighted,23,11:00pm-11:59pm,Unknown,Clear,1
texas,480998,hidalgo,April,Monday,Dark - Lighted,21,9:00pm-9:59pm,Unknown,Clear,1
texas,480999,knox,April,Monday,Daylight,16,4:00pm-4:59pm,U.S. Highway,Cloudy,1
texas,481000,bexar,April,Wednesday,Daylight,10,10:00am-10:59am,Interstate,Cloudy,1
texas,481001,tarrant,April,Friday,Dark - Lighted,2,2:00am-2:59am,Interstate,Rain,1
texas,481002,collin,January,Saturday,Daylight,13,1:00pm-1:59pm,Unknown,Clear,1
texas,481003,smith,April,Saturday,Daylight,16,4:00pm-4:59pm,State Highway,Clear,1
texas,481004,gregg,April,Sunday,Dark - Not Lighted,21,9:00pm-9:59pm,U.S. Highway,Clear,1
texas,481005,henderson,April,Friday,Daylight,11,11:00am-11:59am,U.S. Highway,Rain,1
texas,481006,matagorda,April,Thursday,Dark - Not Lighted,6,6:00am-6:59am,State Highway,Clear,1
texas,481007,fort bend,April,Saturday,Daylight,14,2:00pm-2:59pm,County Road,Clear,1
texas,481008,ellis,April,Saturday,Daylight,16,4:00pm-4:59pm,Local Street - Municipality,Clear,1
texas,481009,bexar,April,Friday,Dark - Not Lighted,22,10:00pm-10:59pm,Unknown,Cloudy,1
texas,481010,bexar,April,Sunday,Dark - Lighted,21,9:00pm-9:59pm,Interstate,Clear,1
texas,481011,dallas,April,Wednesday,Dark - Lighted,22,10:00pm-10:59pm,Interstate,Clear,1
texas,481012,harris,April,Wednesday,Dark - Lighted,5,5:00am-5:59am,Local Street - Municipality,Rain,1
texas,481013,reeves,March,Sunday,Daylight,7,7:00am-7:59am,U.S. Highway,Clear,1
texas,481014,hidalgo,April,Saturday,Daylight,19,7:00pm-7:59pm,Local Street - Municipality,Clear,1
texas,481015,harris,April,Monday,Daylight,13,1:00pm-1:59pm,Local Street - Municipality,Clear,1
texas,481016,harris,April,Thursday,Dark - Not Lighted,0,0:00am-0:59am,Local Street - Municipality,Clear,1
texas,481017,bell,April,Thursday,Dawn,7,7:00am-7:59am,Unknown,Clear,1
texas,481018,fort bend,April,Monday,Dark - Not Lighted,5,5:00am-5:59am,Unknown,Haze,1
texas,481019,lubbock,April,Tuesday,Dark - Not Lighted,5,5:00am-5:59am,U.S. Highway,Cloudy,1
texas,481020,polk,April,Monday,Daylight,12,12:00pm-12:59pm,Unknown,Clear,1
texas,481021,chambers,April,Tuesday,Dark - Not Lighted,23,11:00pm-11:59pm,State Highway,Rain,1
texas,481023,waller,April,Friday,Dark - Not Lighted,5,5:00am-5:59am,State Highway,Cloudy,1
texas,481024,tarrant,April,Thursday,Dark - Lighted,23,11:00pm-11:59pm,Interstate,Clear,1
texas,481025,harris,April,Wednesday,Dark - Lighted,2,2:00am-2:59am,Local Street - Municipality,Clear,1
texas,481026,bell,April,Wednesday,Dark - Not Lighted,4,4:00am-4:59am,Interstate,Cloudy,1
texas,481027,midland,April,Thursday,Dark - Lighted,23,11:00pm-11:59pm,County Road,Rain,1
texas,481028,jasper,April,Sunday,Daylight,8,8:00am-8:59am,U.S. Highway,Clear,1
texas,481029,harris,April,Sunday,Dark - Lighted,3,3:00am-3:59am,Local Street - Municipality,Clear,1
texas,481030,harris,April,Saturday,Dark - Not Lighted,21,9:00pm-9:59pm,County Road,Clear,1
texas,481031,randall,March,Sunday,Dawn,8,8:00am-8:59am,State Highway,Clear,1
texas,481032,denton,April,Sunday,Daylight,14,2:00pm-2:59pm,Interstate,Clear,2
texas,481033,el paso,April,Thursday,Dark - Lighted,2,2:00am-2:59am,U.S. Highway,Clear,1
texas,481034,harris,April,Monday,Dark - Lighted,2,2:00am-2:59am,Interstate,Clear,1
texas,481035,lubbock,April,Friday,Dark - Lighted,22,10:00pm-10:59pm,Local Street - Municipality,Clear,1
texas,481036,mclennan,April,Saturday,Dusk,19,7:00pm-7:59pm,Unknown,Clear,1
texas,481037,bell,April,Saturday,Daylight,19,7:00pm-7:59pm,Local Street - Municipality,Clear,1
texas,481038,stephens,April,Wednesday,Dark - Not Lighted,21,9:00pm-9:59pm,State Highway,Rain,1
texas,481039,uvalde,April,Friday,Dark - Lighted,20,8:00pm-8:59pm,U.S. Highway,Clear,1
texas,481040,denton,April,Saturday,Daylight,19,7:00pm-7:59pm,County Road,Clear,2
texas,481041,comal,April,Wednesday,Daylight,10,10:00am-10:59am,Local Street - Frontage Road,Clear,1
texas,481042,matagorda,April,Wednesday,Daylight,7,7:00am-7:59am,State Highway,Clear,1
texas,481043,harrison,April,Saturday,Dark - Not Lighted,4,4:00am-4:59am,Interstate,Rain,1
texas,481044,tarrant,April,Thursday,Dark - Not Lighted,21,9:00pm-9:59pm,Unknown,Cloudy,1
texas,481045,red river,April,Sunday,Dark - Not Lighted,22,10:00pm-10:59pm,U.S. Highway,Clear,2
texas,481046,reeves,March,Tuesday,Dark - Not Lighted,21,9:00pm-9:59pm,U.S. Highway,Clear,1
texas,481047,titus,March,Friday,Daylight,10,10:00am-10:59am,Interstate,Clear,1
texas,481048,harris,April,Saturday,Dark - Lighted,21,9:00pm-9:59pm,Local Street - Municipality,Clear,2
texas,481049,el paso,April,Wednesday,Dark - Lighted,21,9:00pm-9:59pm,State Highway,Clear,1
texas,481050,potter,April,Sunday,Daylight,8,8:00am-8:59am,State Highway,Clear,1
texas,481051,tarrant,April,Friday,Daylight,14,2:00pm-2:59pm,Local Street - Municipality,Rain,1
texas,481052,potter,April,Monday,Dark - Lighted,22,10:00pm-10:59pm,Local Street - Municipality,Clear,1
texas,481053,hutchinson,April,Wednesday,Daylight,8,8:00am-8:59am,State Highway,Clear,1
texas,481054,comal,April,Thursday,Daylight,17,5:00pm-5:59pm,State Highway,Clear,1
texas,481055,wilson,April,Friday,Dark - Not Lighted,22,10:00pm-10:59pm,U.S. Highway,Cloudy,1
texas,481056,collin,April,Thursday,Dark - Unknown Lighting,23,11:00pm-11:59pm,Local Street - Municipality,Rain,1
texas,481057,harris,April,Wednesday,Dark - Not Lighted,6,6:00am-6:59am,Local Street - Municipality,Rain,1
texas,481058,collin,April,Sunday,Daylight,17,5:00pm-5:59pm,Unknown,Clear,1
texas,481059,anderson,April,Saturday,Daylight,18,6:00pm-6:59pm,State Highway,Clear,1
texas,481060,hood,April,Sunday,Dark - Lighted,0,0:00am-0:59am,U.S. Highway,Clear,1
texas,481061,jefferson,April,Thursday,Daylight,16,4:00pm-4:59pm,Local Street - Frontage Road,Cloudy,1
texas,481062,denton,April,Monday,Dark - Unknown Lighting,4,4:00am-4:59am,Local Street - Municipality,Clear,1
texas,481063,travis,April,Friday,Dark - Not Lighted,23,11:00pm-11:59pm,U.S. Highway,Clear,1
texas,481064,mclennan,April,Tuesday,Dark - Not Lighted,5,5:00am-5:59am,State Highway,Clear,1
texas,481065,newton,April,Friday,Daylight,7,7:00am-7:59am,State Highway,Clear,1
texas,481066,harris,April,Thursday,Dark - Lighted,23,11:00pm-11:59pm,Local Street - Municipality,Clear,1
texas,481067,brazoria,April,Monday,Dark - Not Lighted,21,9:00pm-9:59pm,State Highway,Clear,1
texas,481068,travis,April,Sunday,Dark - Not Lighted,1,1:00am-1:59am,Interstate,Clear,1
texas,481069,harris,April,Friday,Daylight,15,3:00pm-3:59pm,County Road,Rain,1
texas,481070,harris,April,Saturday,Dark - Lighted,3,3:00am-3:59am,County Road,Clear,1
texas,481071,harris,April,Monday,Dark - Lighted,3,3:00am-3:59am,Interstate,Clear,1
texas,481072,jefferson,April,Sunday,Dark - Not Lighted,5,5:00am-5:59am,Unknown,Clear,1
texas,481073,travis,April,Wednesday,Dark - Lighted,22,10:00pm-10:59pm,Local Street - Municipality,Clear,1
texas,481074,hidalgo,April,Saturday,Daylight,10,10:00am-10:59am,Local Street - Municipality,Clear,1
texas,481075,victoria,April,Wednesday,Daylight,8,8:00am-8:59am,U.S. Highway,Haze,1
texas,481076,mcculloch,April,Monday,Daylight,11,11:00am-11:59am,U.S. Highway,Clear,1
texas,481077,nueces,April,Sunday,Daylight,19,7:00pm-7:59pm,Interstate,Clear,1
texas,481078,henderson,April,Thursday,Dark - Not Lighted,21,9:00pm-9:59pm,State Highway,Clear,1
texas,481079,hidalgo,April,Saturday,Dark - Not Lighted,3,3:00am-3:59am,U.S. Highway,Clear,1
texas,481080,travis,April,Friday,Daylight,10,10:00am-10:59am,State Highway,Rain,1
texas,481081,chambers,April,Saturday,Dark - Not Lighted,22,10:00pm-10:59pm,Unknown,Clear,2
texas,481082,nacogdoches,April,Sunday,Daylight,16,4:00pm-4:59pm,Local Street - Municipality,Clear,1
texas,481083,dallas,April,Monday,Dark - Not Lighted,23,11:00pm-11:59pm,State Highway,Clear,1
texas,481084,wheeler,April,Monday,Daylight,16,4:00pm-4:59pm,Unknown,Clear,1
texas,481085,parker,April,Saturday,Daylight,19,7:00pm-7:59pm,County Road,Clear,1
texas,481086,mclennan,March,Saturday,Daylight,9,9:00am-9:59am,State Highway,Cloudy,1
texas,481087,waller,April,Tuesday,Daylight,13,1:00pm-1:59pm,County Road,Clear,1
texas,481088,harris,April,Tuesday,Dark - Lighted,22,10:00pm-10:59pm,Local Street - Municipality,Rain,1
texas,481089,williamson,February,Thursday,Dark - Lighted,1,1:00am-1:59am,Interstate,Clear,1
texas,481090,williamson,April,Saturday,Daylight,12,12:00pm-12:59pm,County Road,Clear,1
texas,481091,harris,April,Wednesday,Dark - Not Lighted,1,1:00am-1:59am,Local Street - Municipality,Cloudy,1
texas,481092,harris,March,Wednesday,Dark - Unknown Lighting,2,2:00am-2:59am,Local Street - Municipality,Clear,1
texas,481093,harris,April,Thursday,Daylight,7,7:00am-7:59am,Local Street - Frontage Road,Clear,1
texas,481094,taylor,April,Friday,Daylight,18,6:00pm-6:59pm,Interstate,Clear,1
texas,481095,jefferson,April,Thursday,Daylight,16,4:00pm-4:59pm,Interstate,Clear,2
texas,481096,harris,April,Friday,Daylight,16,4:00pm-4:59pm,Local Street - Municipality,Rain,2
texas,481097,harris,January,Friday,Daylight,18,6:00pm-6:59pm,Local Street - Municipality,Clear,1
texas,481098,grayson,April,Monday,Dark - Not Lighted,22,10:00pm-10:59pm,U.S. Highway,Cloudy,1
texas,481099,smith,April,Friday,Daylight,14,2:00pm-2:59pm,Interstate,Rain,1
texas,481100,galveston,April,Friday,Daylight,11,11:00am-11:59am,State Highway,Rain,1
texas,481101,gregg,April,Saturday,Daylight,17,5:00pm-5:59pm,Unknown,Clear,1
texas,481102,brazoria,April,Friday,Dark - Not Lighted,20,8:00pm-8:59pm,Local Street - Municipality,Clear,1
texas,481103,harris,April,Sunday,Dark - Lighted,1,1:00am-1:59am,Local Street - Municipality,Clear,1
texas,481104,bexar,May,Saturday,Dark - Not Lighted,0,0:00am-0:59am,Local Street - Municipality,Rain,1
texas,481105,tarrant,May,Sunday,Dark - Not Lighted,3,3:00am-3:59am,State Highway,Unknown,1
texas,481106,bell,February,Saturday,Dark - Lighted,22,10:00pm-10:59pm,Interstate,Clear,1
texas,481107,willacy,April,Thursday,Dark - Not Lighted,21,9:00pm-9:59pm,Unknown,Cloudy,1
texas,481108,bexar,April,Saturday,Dark - Not Lighted,2,2:00am-2:59am,Local Street - Municipality,Clear,1
texas,481109,bexar,May,Saturday,Dark - Lighted,21,9:00pm-9:59pm,Local Street - Municipality,Cloudy,1
texas,481110,pecos,April,Wednesday,Dark - Not Lighted,2,2:00am-2:59am,U.S. Highway,Rain,1
texas,481111,navarro,April,Saturday,Dark - Not Lighted,2,2:00am-2:59am,U.S. Highway,Rain,1
texas,481112,kerr,April,Thursday,Daylight,12,12:00pm-12:59pm,Unknown,Rain,1
texas,481113,hidalgo,April,Saturday,Dark - Not Lighted,4,4:00am-4:59am,U.S. Highway,Clear,1
texas,481114,taylor,April,Friday,Dark - Lighted,20,8:00pm-8:59pm,Local Street - Municipality,Clear,1
texas,481115,harris,April,Friday,Daylight,10,10:00am-10:59am,Unknown,Cloudy,1
texas,481116,lubbock,April,Saturday,Dark - Not Lighted,23,11:00pm-11:59pm,U.S. Highway,Clear,2
texas,481117,matagorda,April,Friday,Dark - Not Lighted,22,10:00pm-10:59pm,Unknown,Rain,1
texas,481118,grayson,April,Wednesday,Dark - Not Lighted,3,3:00am-3:59am,U.S. Highway,Clear,1
texas,481119,travis,April,Wednesday,Dark - Lighted,2,2:00am-2:59am,Interstate,Clear,1
texas,481120,travis,April,Saturday,Dark - Lighted,1,1:00am-1:59am,Interstate,Clear,1
texas,481121,hidalgo,April,Sunday,Dark - Lighted,3,3:00am-3:59am,Local Street - Municipality,Clear,1
texas,481122,travis,May,Saturday,Dark - Not Lighted,1,1:00am-1:59am,Local Street - Frontage Road,Cloudy,1
texas,481123,erath,April,Tuesday,Daylight,11,11:00am-11:59am,U.S. Highway,Clear,1
texas,481124,houston,April,Saturday,Daylight,20,8:00pm-8:59pm,Unknown,Clear,1
texas,481125,orange,April,Monday,Dark - Not Lighted,2,2:00am-2:59am,Interstate,Clear,1
texas,481126,jefferson,April,Friday,Dark - Lighted,19,7:00pm-7:59pm,U.S. Highway,Cloudy,1
texas,481127,dallas,April,Friday,Dark - Not Lighted,23,11:00pm-11:59pm,Interstate,Cloudy,1
texas,481129,comal,April,Monday,Dark - Not Lighted,7,7:00am-7:59am,Local Street - Frontage Road,Cloudy,1
texas,481130,el paso,May,Monday,Daylight,15,3:00pm-3:59pm,Local Street - Municipality,Clear,1
texas,481131,kaufman,May,Monday,Dark - Unknown Lighting,4,4:00am-4:59am,U.S. Highway,Clear,1
texas,481132,harris,April,Sunday,Dark - Unknown Lighting,6,6:00am-6:59am,Interstate,Clear,1
texas,481133,johnson,April,Thursday,Dark - Not Lighted,20,8:00pm-8:59pm,Interstate,Cloudy,1
texas,481134,dallas,April,Monday,Dark - Not Lighted,20,8:00pm-8:59pm,Local Street - Municipality,Clear,1
texas,481135,harris,April,Friday,Dark - Lighted,4,4:00am-4:59am,Local Street - Frontage Road,Clear,2
texas,481136,williamson,May,Sunday,Dark - Not Lighted,2,2:00am-2:59am,Unknown,Clear,1
texas,481137,tarrant,April,Friday,Dark - Lighted,22,10:00pm-10:59pm,Unknown,Cloudy,1
texas,481138,nacogdoches,May,Saturday,Dark - Not Lighted,1,1:00am-1:59am,State Highway,Cloudy,1
texas,481139,johnson,April,Monday,Dark - Not Lighted,22,10:00pm-10:59pm,Unknown,Clear,1
texas,481140,johnson,April,Thursday,Daylight,16,4:00pm-4:59pm,County Road,Rain,1
texas,481141,tarrant,April,Friday,Daylight,17,5:00pm-5:59pm,State Highway,Cloudy,1
texas,481142,anderson,April,Sunday,Daylight,14,2:00pm-2:59pm,State Highway,Clear,3
texas,481143,burleson,April,Thursday,Dusk,20,8:00pm-8:59pm,State Highway,Rain,1
texas,481144,panola,April,Saturday,Daylight,14,2:00pm-2:59pm,U.S. Highway,Clear,1
texas,481145,bowie,April,Monday,Daylight,18,6:00pm-6:59pm,U.S. Highway,Cloudy,2
texas,481146,travis,April,Sunday,Dark - Lighted,21,9:00pm-9:59pm,U.S. Highway,Clear,1
texas,481147,nolan,April,Sunday,Daylight,12,12:00pm-12:59pm,Interstate,Crosswinds,1
texas,481148,hidalgo,April,Thursday,Dark - Not Lighted,22,10:00pm-10:59pm,U.S. Highway,Clear,1
texas,481149,comal,April,Tuesday,Daylight,13,1:00pm-1:59pm,Interstate,Clear,1
texas,481150,burnet,May,Tuesday,Daylight,11,11:00am-11:59am,U.S. Highway,Cloudy,1
texas,481151,smith,April,Wednesday,Daylight,17,5:00pm-5:59pm,State Highway,Cloudy,1
texas,481152,dallas,April,Monday,Dark - Not Lighted,21,9:00pm-9:59pm,Local Street - Frontage Road,Cloudy,1
texas,481153,tarrant,May,Saturday,Dark - Lighted,1,1:00am-1:59am,Local Street - Municipality,Clear,4
texas,481154,burnet,April,Friday,Dark - Not Lighted,21,9:00pm-9:59pm,U.S. Highway,Rain,1
texas,481155,el paso,April,Monday,Dark - Lighted,1,1:00am-1:59am,Local Street - Municipality,Clear,1
texas,481156,harris,April,Thursday,Dark - Lighted,19,7:00pm-7:59pm,State Highway,Clear,1
texas,481157,harris,April,Saturday,Dark - Lighted,0,0:00am-0:59am,U.S. Highway,Rain,1
texas,481158,harris,April,Wednesday,Dark - Lighted,23,11:00pm-11:59pm,Local Street - Municipality,Clear,1
texas,481159,dallas,April,Tuesday,Dark - Not Lighted,3,3:00am-3:59am,Local Street - Frontage Road,Clear,1
texas,481160,smith,May,Saturday,Daylight,17,5:00pm-5:59pm,State Highway,Cloudy,1
texas,481161,wichita,April,Sunday,Dark - Lighted,21,9:00pm-9:59pm,State Highway,Clear,1
texas,481162,crane,May,Sunday,Dark - Not Lighted,22,10:00pm-10:59pm,U.S. Highway,Clear,1
texas,481164,smith,April,Friday,Daylight,18,6:00pm-6:59pm,U.S. Highway,Rain,1
texas,481165,wharton,May,Saturday,Daylight,20,8:00pm-8:59pm,Unknown,Cloudy,1
texas,481166,tarrant,May,Thursday,Dark - Lighted,2,2:00am-2:59am,Local Street - Municipality,Clear,1
texas,481167,harris,April,Friday,Daylight,8,8:00am-8:59am,Local Street - Municipality,Rain,1
texas,481168,webb,May,Sunday,Dark - Lighted,4,4:00am-4:59am,U.S. Highway,Clear,1
texas,481169,mitchell,May,Tuesday,Dark - Lighted,23,11:00pm-11:59pm,Interstate,Clear,1
texas,481170,pecos,April,Friday,Daylight,7,7:00am-7:59am,Unknown,Clear,1
texas,481171,harris,February,Thursday,Daylight,8,8:00am-8:59am,Unknown,Cloudy,1
texas,481172,harris,March,Wednesday,Dark - Not Lighted,5,5:00am-5:59am,Local Street - Municipality,Clear,1
texas,481173,williamson,April,Tuesday,Daylight,17,5:00pm-5:59pm,Local Street - Frontage Road,Clear,1
texas,481175,cherokee,April,Saturday,Daylight,13,1:00pm-1:59pm,U.S. Highway,Clear,5
texas,481176,upshur,April,Saturday,Dark - Not Lighted,3,3:00am-3:59am,U.S. Highway,Cloudy,1
texas,481177,harris,April,Tuesday,Daylight,15,3:00pm-3:59pm,State Highway,Cloudy,1
texas,481178,reeves,April,Thursday,Daylight,16,4:00pm-4:59pm,Interstate,Cloudy,2
texas,481179,smith,May,Saturday,Dark - Not Lighted,22,10:00pm-10:59pm,State Highway,Rain,1
texas,481180,wise,April,Friday,Dark - Not Lighted,2,2:00am-2:59am,U.S. Highway,Rain,1
texas,481181,harris,May,Thursday,Dark - Lighted,22,10:00pm-10:59pm,Local Street - Frontage Road,Clear,1
texas,481182,concho,May,Thursday,Daylight,16,4:00pm-4:59pm,Unknown,Clear,1
texas,481183,montgomery,May,Wednesday,Daylight,9,9:00am-9:59am,County Road,Clear,1
texas,481184,rains,April,Tuesday,Daylight,10,10:00am-10:59am,State Highway,Clear,2
texas,481185,bexar,April,Friday,Daylight,15,3:00pm-3:59pm,U.S. Highway,Rain,1
texas,481186,kaufman,May,Tuesday,Dark - Not Lighted,22,10:00pm-10:59pm,Unknown,Clear,1
texas,481187,bexar,May,Saturday,Dark - Lighted,21,9:00pm-9:59pm,U.S. Highway,Clear,1
texas,481188,harris,March,Saturday,Dark - Lighted,4,4:00am-4:59am,Local Street - Frontage Road,Cloudy,1
texas,481189,bexar,May,Sunday,Dark - Lighted,5,5:00am-5:59am,County Road,Clear,1
texas,481190,bowie,May,Friday,Daylight,18,6:00pm-6:59pm,Interstate,Clear,1
